transaction_id,user_id,amount,transaction_type,merchant
164,2232,291.48,Debit,Zomato
165,1023,717.54,Debit,Amazon
166,2359,572.16,Credit,Uber
167,3865,977.27,Credit,Amazon
168,1562,280.09,Debit,Amazon
169,177,166.79,Debit,Zomato
170,3647,61.52,Debit,Swiggy
171,3501,248.55,Debit,Swiggy
172,3145,687.23,Credit,Swiggy
173,847,94.41,Credit,Flipkart
174,3239,252.25,Credit,Uber
175,1249,856.76,Debit,Flipkart
176,1601,587.12,Debit,Uber
177,1605,78.83,Debit,Uber
178,1976,57.21,Credit,Uber
179,2057,70.51,Credit,Zomato
180,236,942.46,Debit,Swiggy
181,710,851.37,Credit,Flipkart
182,2972,846.49,Debit,Flipkart
183,2733,924.97,Debit,Zomato
184,794,510.2,Debit,Uber
185,3100,254.87,Credit,Swiggy
186,2856,407.33,Debit,Amazon
187,1935,721.68,Debit,Amazon
188,1670,877.27,Credit,Zomato
189,27,440.74,Debit,Swiggy
190,2598,540.03,Debit,Amazon
191,3268,932.47,Credit,Amazon
192,1227,116.42,Debit,Flipkart
193,85,863.68,Debit,Swiggy
194,1856,167.71,Debit,Amazon
195,3102,489.02,Credit,Flipkart
196,2514,226.24,Debit,Swiggy
197,1123,606.92,Debit,Uber
198,3971,562.99,Debit,Swiggy
199,1214,386.21,Credit,Zomato
200,12,864.67,Credit,Flipkart
201,3675,663.22,Credit,Uber
202,1013,723.99,Debit,Flipkart
203,3102,159.15,Credit,Flipkart
204,1749,884.33,Debit,Amazon
205,3110,175.37,Credit,Swiggy
206,1877,230.56,Credit,Flipkart
207,2620,136.77,Credit,Flipkart
208,1318,445.96,Credit,Zomato
209,1384,888.83,Debit,Zomato
210,1679,259.92,Credit,Zomato
211,2962,380.02,Debit,Flipkart
212,180,847.61,Debit,Uber
213,797,621.64,Debit,Swiggy
214,3184,754.1,Credit,Flipkart
215,3814,221.86,Credit,Amazon
216,1468,719.32,Debit,Uber
217,3093,235.33,Credit,Uber
218,3217,987.44,Debit,Swiggy
219,2025,564.29,Credit,Uber
220,3571,698.68,Credit,Swiggy
221,3218,127.22,Debit,Uber
222,2489,258.15,Credit,Swiggy
223,887,148.34,Debit,Zomato
224,2469,396.27,Debit,Zomato
225,3388,291.29,Credit,Uber
226,1190,735.59,Credit,Uber
227,1676,117.62,Credit,Swiggy
228,3275,754.54,Debit,Swiggy
229,1520,55.25,Credit,Flipkart
230,3828,210.0,Credit,Zomato
231,3697,794.05,Credit,Flipkart
232,2516,745.35,Credit,Flipkart
233,2761,481.56,Debit,Amazon
234,2433,59.48,Credit,Swiggy
235,2362,613.79,Debit,Amazon
236,771,412.66,Credit,Amazon
237,1279,323.36,Credit,Flipkart
238,959,644.01,Credit,Amazon
239,917,442.25,Debit,Swiggy
240,2071,101.5,Debit,Flipkart
241,3977,916.79,Credit,Swiggy
242,1782,780.71,Debit,Uber
243,339,65.81,Debit,Amazon
244,1517,529.81,Credit,Flipkart
245,2871,92.54,Credit,Zomato
246,3583,838.92,Credit,Swiggy
247,2414,616.88,Credit,Amazon
248,1396,180.72,Credit,Swiggy
249,915,30.53,Credit,Swiggy
250,1854,41.27,Debit,Uber
251,3671,512.29,Credit,Swiggy
252,3291,737.03,Credit,Uber
253,475,129.63,Credit,Uber
254,1447,229.07,Credit,Uber
255,1380,333.99,Debit,Amazon
256,1484,225.9,Debit,Swiggy
257,3575,397.42,Debit,Swiggy
258,2075,564.02,Credit,Uber
259,2990,688.09,Credit,Swiggy
260,2850,964.14,Debit,Swiggy
261,801,931.54,Debit,Uber
262,2908,574.43,Credit,Zomato
263,1247,736.81,Credit,Zomato
264,864,951.36,Credit,Uber
265,2738,92.64,Credit,Amazon
266,1172,15.58,Credit,Swiggy
267,3496,39.5,Debit,Swiggy
268,739,567.72,Credit,Zomato
269,1375,765.21,Debit,Uber
270,3258,373.4,Credit,Amazon
271,2463,549.79,Debit,Uber
272,3878,521.2,Debit,Zomato
273,982,103.82,Debit,Zomato
274,2477,328.37,Credit,Swiggy
275,2089,29.24,Credit,Flipkart
276,2953,119.6,Credit,Amazon
277,1012,813.74,Debit,Amazon
278,3465,831.12,Debit,Flipkart
279,2751,803.93,Credit,Zomato
280,2127,729.55,Debit,Uber
281,717,795.38,Debit,Amazon
282,3968,674.27,Debit,Flipkart
283,3862,673.14,Debit,Swiggy
284,1808,670.69,Credit,Swiggy
285,2592,518.9,Debit,Zomato
286,1474,369.71,Credit,Amazon
287,2522,732.89,Debit,Uber
288,1166,305.66,Debit,Amazon
289,3323,547.47,Credit,Swiggy
290,2342,439.02,Debit,Amazon
291,610,283.86,Credit,Swiggy
292,2184,974.94,Credit,Flipkart
293,2532,266.16,Credit,Flipkart
294,1813,316.2,Credit,Swiggy
295,1336,169.97,Credit,Uber
296,2862,824.75,Credit,Uber
297,555,590.72,Credit,Amazon
298,1656,616.91,Debit,Swiggy
299,1756,822.36,Credit,Zomato
300,46,349.49,Debit,Uber
301,1260,201.7,Debit,Uber
302,1072,206.42,Debit,Flipkart
303,2246,735.29,Credit,Uber
304,2132,617.97,Credit,Uber
305,543,214.28,Debit,Uber
306,3233,153.61,Credit,Swiggy
307,1452,129.48,Debit,Swiggy
308,2119,631.52,Debit,Flipkart
309,2568,10.12,Debit,Amazon
310,1993,28.14,Credit,Uber
311,2946,395.66,Debit,Amazon
312,913,694.44,Credit,Swiggy
313,3124,698.09,Debit,Uber
314,1069,435.82,Credit,Amazon
315,2341,694.16,Debit,Amazon
316,2986,525.89,Credit,Zomato
317,812,977.16,Debit,Swiggy
318,1489,170.84,Credit,Flipkart
319,1909,604.66,Credit,Flipkart
320,1574,496.33,Credit,Zomato
321,867,202.52,Debit,Amazon
322,2428,752.49,Debit,Zomato
323,3055,282.75,Debit,Zomato
324,1767,387.89,Credit,Swiggy
325,3550,381.08,Credit,Uber
326,2310,251.76,Debit,Amazon
327,580,436.4,Debit,Flipkart
328,3251,478.61,Credit,Flipkart
329,2405,746.78,Debit,Zomato
330,1443,767.42,Credit,Zomato
331,698,166.97,Credit,Zomato
332,1977,596.84,Credit,Amazon
333,3273,897.24,Debit,Zomato
334,3974,117.7,Credit,Zomato
335,3085,478.18,Debit,Uber
336,2491,752.85,Credit,Amazon
337,726,615.38,Debit,Swiggy
338,3804,109.58,Debit,Swiggy
339,286,402.64,Credit,Uber
340,3828,512.17,Credit,Flipkart
341,1892,995.89,Credit,Swiggy
342,3330,186.82,Credit,Amazon
343,570,982.6,Debit,Flipkart
344,3620,382.39,Debit,Zomato
345,2888,208.32,Debit,Amazon
346,1965,419.97,Debit,Flipkart
347,1514,617.86,Debit,Swiggy
348,498,221.36,Credit,Zomato
349,3977,298.52,Credit,Zomato
350,1918,856.0,Debit,Amazon
351,705,999.02,Credit,Zomato
352,1357,324.99,Credit,Flipkart
353,562,157.37,Credit,Uber
354,1999,795.24,Credit,Swiggy
355,32,604.45,Credit,Amazon
356,3682,109.4,Credit,Uber
357,43,947.3,Debit,Uber
358,1917,87.27,Credit,Amazon
359,1375,629.1,Credit,Flipkart
360,3406,429.7,Debit,Swiggy
361,1846,561.06,Debit,Amazon
362,559,221.08,Debit,Uber
363,2318,691.23,Credit,Uber
364,3895,960.12,Debit,Amazon
365,1437,463.84,Credit,Uber
366,943,527.73,Debit,Amazon
367,1599,247.41,Credit,Amazon
368,3091,892.95,Credit,Swiggy
369,1371,971.46,Debit,Amazon
370,1929,788.43,Credit,Uber
371,1637,547.35,Credit,Zomato
372,2085,957.23,Credit,Swiggy
373,3691,162.31,Credit,Uber
374,92,483.71,Debit,Uber
375,1844,542.23,Debit,Swiggy
376,185,497.0,Debit,Swiggy
377,728,804.39,Credit,Uber
378,1052,673.7,Debit,Zomato
379,1572,135.39,Debit,Flipkart
380,2420,352.99,Credit,Uber
381,832,345.69,Debit,Swiggy
382,3602,569.98,Debit,Amazon
383,345,298.54,Debit,Amazon
384,1443,126.1,Credit,Swiggy
385,1220,657.15,Debit,Swiggy
386,2126,852.53,Debit,Flipkart
387,167,932.29,Debit,Swiggy
388,3162,972.85,Credit,Amazon
389,264,783.31,Credit,Zomato
390,1496,148.31,Debit,Swiggy
391,1232,854.58,Debit,Flipkart
392,2772,405.96,Debit,Zomato
393,3343,732.61,Credit,Flipkart
394,1287,535.96,Credit,Zomato
395,1530,830.32,Debit,Swiggy
396,1809,431.25,Debit,Amazon
397,2560,71.18,Credit,Zomato
398,1878,561.26,Credit,Uber
399,1750,179.58,Debit,Flipkart
400,1910,965.86,Credit,Zomato
401,2624,531.69,Debit,Flipkart
402,3596,558.02,Debit,Amazon
403,2770,908.19,Credit,Flipkart
404,1336,628.34,Debit,Flipkart
405,1198,309.7,Debit,Uber
406,2479,303.13,Debit,Flipkart
407,768,506.56,Debit,Zomato
408,2511,867.94,Debit,Flipkart
409,101,796.78,Debit,Swiggy
410,3088,963.11,Debit,Flipkart
411,1733,81.17,Credit,Swiggy
412,3330,275.64,Credit,Flipkart
413,1920,89.41,Debit,Flipkart
414,2292,753.57,Credit,Zomato
415,1372,149.43,Debit,Swiggy
416,3321,108.89,Debit,Swiggy
417,105,566.06,Credit,Uber
418,694,417.37,Debit,Flipkart
419,1691,717.95,Debit,Flipkart
420,1311,492.15,Credit,Zomato
421,3241,431.08,Credit,Uber
422,3492,431.25,Credit,Uber
423,1071,873.16,Credit,Zomato
424,1067,401.27,Credit,Swiggy
425,3393,340.06,Credit,Amazon
426,818,345.15,Debit,Zomato
427,2269,204.63,Credit,Swiggy
428,1537,862.08,Credit,Uber
429,3784,155.16,Debit,Zomato
430,3513,909.52,Debit,Amazon
431,2192,290.63,Credit,Flipkart
432,890,900.43,Debit,Zomato
433,3100,792.91,Debit,Amazon
434,1878,586.17,Debit,Amazon
435,1874,672.78,Debit,Zomato
436,790,332.59,Debit,Swiggy
437,553,578.49,Debit,Zomato
438,844,299.48,Debit,Uber
439,659,408.25,Credit,Amazon
440,3929,767.02,Debit,Amazon
441,3762,251.49,Credit,Flipkart
442,3899,840.46,Debit,Amazon
443,2885,382.12,Debit,Flipkart
444,1019,536.85,Credit,Amazon
445,1954,942.54,Debit,Amazon
446,1191,684.44,Debit,Zomato
447,3707,649.15,Credit,Zomato
448,3658,714.49,Debit,Uber
449,751,918.93,Debit,Swiggy
450,2297,256.03,Credit,Uber
451,775,617.11,Credit,Amazon
452,2812,406.39,Debit,Uber
453,1381,21.74,Credit,Zomato
454,3183,134.05,Debit,Amazon
455,692,331.74,Debit,Amazon
456,3772,569.35,Credit,Uber
457,2868,882.66,Credit,Flipkart
458,719,793.2,Credit,Swiggy
459,234,557.8,Credit,Uber
460,2072,83.13,Debit,Uber
461,3098,293.05,Credit,Swiggy
462,1405,373.04,Credit,Amazon
463,3802,625.5,Debit,Amazon
464,1006,74.27,Debit,Flipkart
465,1370,534.89,Debit,Uber
466,1402,902.45,Debit,Swiggy
467,2570,708.38,Debit,Uber
468,2065,799.11,Debit,Zomato
469,2293,684.86,Debit,Uber
470,2766,214.52,Debit,Uber
471,2818,119.38,Debit,Zomato
472,3696,831.2,Credit,Zomato
473,717,698.55,Credit,Swiggy
474,1563,579.31,Debit,Amazon
475,3655,197.39,Credit,Flipkart
476,1712,607.31,Debit,Zomato
477,1226,41.01,Debit,Amazon
478,1272,127.65,Debit,Swiggy
479,2166,318.77,Debit,Uber
480,9,449.3,Credit,Swiggy
481,598,129.36,Credit,Swiggy
482,23,128.74,Debit,Zomato
483,1991,728.63,Credit,Flipkart
484,2288,574.02,Credit,Zomato
485,1609,538.4,Debit,Uber
486,2075,457.91,Debit,Zomato
487,3032,976.78,Credit,Uber
488,3933,59.3,Credit,Zomato
489,1105,188.82,Debit,Flipkart
490,3668,651.03,Debit,Amazon
491,2247,145.0,Credit,Flipkart
492,3627,593.49,Debit,Zomato
493,2823,572.08,Debit,Swiggy
494,92,971.3,Debit,Amazon
495,851,884.55,Credit,Swiggy
496,1983,946.1,Credit,Flipkart
497,1108,122.47,Debit,Amazon
498,300,869.47,Credit,Zomato
499,2344,137.8,Debit,Swiggy
500,2695,636.6,Credit,Zomato
501,1478,722.88,Credit,Uber
502,1305,169.24,Credit,Amazon
503,1001,636.33,Debit,Swiggy
504,1083,61.94,Debit,Flipkart
505,2957,300.33,Debit,Flipkart
506,2919,921.95,Credit,Flipkart
507,1366,180.01,Debit,Flipkart
508,2801,74.62,Debit,Swiggy
509,3537,449.24,Debit,Uber
510,3952,852.11,Debit,Flipkart
511,2390,85.91,Credit,Flipkart
512,3682,361.98,Debit,Flipkart
513,2110,900.78,Debit,Uber
514,776,126.97,Credit,Amazon
515,2673,317.56,Debit,Flipkart
516,1453,780.64,Credit,Flipkart
517,1682,547.78,Credit,Flipkart
518,1752,834.01,Credit,Amazon
519,2304,120.48,Debit,Flipkart
520,2876,921.35,Credit,Amazon
521,3062,935.56,Credit,Amazon
522,1852,163.76,Credit,Zomato
523,1898,43.54,Debit,Zomato
524,3842,989.94,Credit,Flipkart
525,1730,487.43,Credit,Swiggy
526,3419,576.35,Credit,Zomato
527,3598,619.75,Debit,Zomato
528,1328,791.77,Credit,Swiggy
529,615,813.87,Credit,Uber
530,245,201.99,Debit,Flipkart
531,757,244.27,Debit,Uber
532,824,878.06,Debit,Uber
533,2828,821.32,Credit,Amazon
534,3808,621.44,Credit,Amazon
535,2780,994.75,Credit,Flipkart
536,1847,737.83,Credit,Swiggy
537,1436,223.68,Debit,Amazon
538,2926,848.18,Credit,Zomato
539,1241,420.59,Debit,Flipkart
540,516,45.79,Credit,Uber
541,474,328.21,Credit,Flipkart
542,36,765.92,Credit,Amazon
543,3250,960.6,Debit,Swiggy
544,1411,283.38,Debit,Uber
545,1793,254.05,Debit,Swiggy
546,3089,567.98,Debit,Flipkart
547,1735,813.57,Credit,Swiggy
548,830,749.06,Credit,Swiggy
549,3120,564.36,Credit,Flipkart
550,3134,635.08,Credit,Uber
551,1093,249.68,Credit,Swiggy
552,3731,438.25,Debit,Swiggy
553,3943,262.81,Debit,Flipkart
554,2414,885.57,Credit,Zomato
555,1186,121.43,Credit,Swiggy
556,1763,682.94,Credit,Amazon
557,945,267.68,Credit,Uber
558,3024,480.82,Debit,Swiggy
559,1512,306.42,Credit,Flipkart
560,431,330.01,Credit,Amazon
561,2023,267.79,Credit,Flipkart
562,859,755.26,Credit,Swiggy
563,3561,372.06,Debit,Amazon
564,230,729.09,Credit,Uber
565,2418,461.51,Debit,Uber
566,178,551.77,Debit,Uber
567,3929,547.85,Credit,Zomato
568,1434,976.09,Credit,Flipkart
569,2616,373.39,Credit,Swiggy
570,1614,215.61,Credit,Amazon
571,3342,912.67,Credit,Flipkart
572,3278,183.09,Debit,Swiggy
573,2841,836.08,Debit,Zomato
574,1764,158.71,Debit,Swiggy
575,2948,662.14,Debit,Flipkart
576,1775,159.04,Debit,Swiggy
577,975,923.85,Credit,Amazon
578,3872,569.36,Credit,Zomato
579,82,335.98,Debit,Amazon
580,846,148.92,Credit,Zomato
581,2810,377.48,Credit,Zomato
582,1217,707.97,Debit,Swiggy
583,618,391.1,Debit,Amazon
584,3261,253.63,Debit,Zomato
585,3348,581.64,Credit,Zomato
586,3146,423.64,Debit,Swiggy
587,3082,174.15,Debit,Flipkart
588,3707,162.45,Credit,Flipkart
589,2264,710.39,Credit,Uber
590,2338,974.93,Debit,Uber
591,445,240.76,Credit,Zomato
592,923,775.42,Debit,Flipkart
593,2600,96.73,Credit,Zomato
594,193,387.76,Debit,Amazon
595,1663,511.62,Credit,Flipkart
596,289,276.06,Credit,Flipkart
597,2631,534.28,Credit,Flipkart
598,3721,883.79,Debit,Uber
599,1168,944.99,Debit,Swiggy
600,3461,109.55,Debit,Swiggy
601,3938,279.13,Credit,Uber
602,3964,979.34,Credit,Uber
603,1431,277.71,Credit,Uber
604,1835,695.78,Debit,Swiggy
605,3442,260.92,Credit,Zomato
606,2905,362.8,Debit,Uber
607,3513,199.37,Debit,Zomato
608,1971,857.74,Debit,Zomato
609,2829,883.82,Debit,Amazon
610,896,303.94,Debit,Swiggy
611,920,825.35,Credit,Zomato
612,3723,364.66,Credit,Swiggy
613,2612,108.03,Credit,Swiggy
614,2035,760.5,Credit,Amazon
615,1553,600.48,Credit,Swiggy
616,1701,281.64,Credit,Zomato
617,2061,260.47,Debit,Flipkart
618,1726,975.87,Credit,Zomato
619,3035,863.88,Debit,Zomato
620,2388,811.7,Debit,Swiggy
621,2913,136.74,Debit,Zomato
622,1898,757.64,Debit,Flipkart
623,3936,222.39,Debit,Swiggy
624,1800,977.62,Credit,Uber
625,312,61.57,Credit,Zomato
626,2781,358.62,Credit,Zomato
627,1128,434.36,Debit,Amazon
628,339,825.96,Credit,Uber
629,3270,768.56,Credit,Uber
630,2348,381.24,Debit,Flipkart
631,3516,569.9,Debit,Uber
632,359,837.24,Credit,Amazon
633,3440,28.02,Debit,Flipkart
634,2217,804.16,Debit,Uber
635,1173,947.43,Debit,Flipkart
636,2809,41.74,Credit,Uber
637,768,55.13,Debit,Uber
638,3030,351.07,Debit,Uber
639,2090,96.89,Debit,Zomato
640,202,484.48,Debit,Uber
641,3018,731.42,Debit,Zomato
642,3316,571.23,Credit,Swiggy
643,1693,204.47,Credit,Amazon
644,464,658.26,Debit,Flipkart
645,449,688.01,Debit,Flipkart
646,913,933.12,Credit,Swiggy
647,798,155.33,Credit,Uber
648,794,695.41,Debit,Amazon
649,437,912.31,Debit,Swiggy
650,1917,506.55,Credit,Swiggy
651,1774,368.18,Debit,Flipkart
652,531,179.04,Debit,Zomato
653,565,868.12,Credit,Zomato
654,1621,400.3,Credit,Uber
655,1297,925.63,Credit,Uber
656,3502,849.28,Credit,Swiggy
657,2920,382.87,Debit,Uber
658,213,578.18,Debit,Zomato
659,949,36.9,Debit,Amazon
660,3945,270.59,Debit,Flipkart
661,1128,713.17,Credit,Zomato
662,192,681.13,Credit,Uber
663,3761,359.84,Debit,Flipkart
664,3731,810.52,Debit,Flipkart
665,1404,243.48,Debit,Swiggy
666,1991,466.66,Credit,Uber
667,1105,477.81,Credit,Swiggy
668,705,347.41,Credit,Flipkart
669,549,955.12,Debit,Swiggy
670,3449,699.72,Debit,Uber
671,1862,543.81,Debit,Zomato
672,154,515.41,Credit,Amazon
673,1666,167.7,Debit,Zomato
674,571,378.47,Credit,Flipkart
675,3808,676.05,Debit,Zomato
676,1785,925.32,Debit,Swiggy
677,2288,818.3,Credit,Uber
678,2422,307.39,Credit,Zomato
679,3973,439.62,Debit,Zomato
680,805,92.09,Credit,Uber
681,799,111.15,Credit,Swiggy
682,3276,475.53,Credit,Amazon
683,611,534.92,Credit,Zomato
684,3422,271.39,Credit,Flipkart
685,2736,646.35,Debit,Swiggy
686,2822,706.35,Debit,Swiggy
687,1807,306.12,Debit,Zomato
688,143,760.84,Debit,Uber
689,3261,213.55,Credit,Zomato
690,272,548.81,Debit,Zomato
691,1556,806.24,Credit,Uber
692,3917,541.64,Debit,Flipkart
693,3372,908.88,Debit,Uber
694,2474,67.92,Credit,Zomato
695,2094,592.43,Debit,Amazon
696,2143,566.14,Debit,Uber
697,2112,663.75,Debit,Flipkart
698,2461,835.07,Debit,Uber
699,3715,728.59,Debit,Uber
700,3081,792.38,Debit,Swiggy
701,459,295.93,Debit,Swiggy
702,1739,393.62,Credit,Zomato
703,1433,630.51,Debit,Zomato
704,2518,557.93,Debit,Uber
705,2858,961.49,Debit,Amazon
706,506,194.97,Debit,Zomato
707,1710,357.77,Debit,Uber
708,1097,577.03,Debit,Uber
709,84,869.28,Credit,Uber
710,59,930.06,Debit,Uber
711,1045,342.68,Debit,Uber
712,1482,76.44,Credit,Swiggy
713,2966,427.4,Credit,Flipkart
714,2205,400.4,Debit,Flipkart
715,3903,986.62,Debit,Uber
716,1353,436.75,Debit,Zomato
717,1597,312.67,Credit,Amazon
718,576,371.72,Credit,Uber
719,2885,402.96,Debit,Amazon
720,680,823.32,Debit,Swiggy
721,203,90.2,Credit,Flipkart
722,3713,323.34,Credit,Swiggy
723,3829,966.66,Credit,Zomato
724,1130,161.57,Credit,Zomato
725,3905,745.18,Debit,Uber
726,3194,362.83,Credit,Zomato
727,318,585.97,Credit,Zomato
728,1206,108.55,Debit,Swiggy
729,1639,313.35,Credit,Amazon
730,3388,505.86,Debit,Flipkart
731,3886,239.38,Credit,Zomato
732,1797,546.45,Debit,Zomato
733,3697,227.56,Credit,Swiggy
734,406,653.6,Debit,Flipkart
735,3034,905.31,Debit,Swiggy
736,2997,94.63,Credit,Amazon
737,3142,224.45,Debit,Swiggy
738,3232,845.98,Debit,Flipkart
739,3312,635.24,Credit,Flipkart
740,3595,87.92,Debit,Zomato
741,3210,491.49,Debit,Amazon
742,2543,217.66,Credit,Uber
743,679,207.11,Credit,Zomato
744,1271,941.24,Debit,Swiggy
745,1890,763.93,Debit,Swiggy
746,3615,699.27,Debit,Flipkart
747,1548,246.54,Debit,Flipkart
748,3315,127.39,Debit,Flipkart
749,1644,872.12,Credit,Uber
750,1360,15.82,Debit,Uber
751,1446,394.22,Credit,Zomato
752,835,284.84,Credit,Uber
753,2242,574.67,Credit,Flipkart
754,2356,258.0,Credit,Zomato
755,1669,318.09,Debit,Zomato
756,1931,851.54,Debit,Amazon
757,2554,607.16,Debit,Uber
758,281,154.23,Credit,Swiggy
759,3875,729.21,Credit,Swiggy
760,2723,215.38,Debit,Amazon
761,1814,438.67,Credit,Flipkart
762,933,650.14,Debit,Amazon
763,3511,279.21,Credit,Flipkart
764,2763,390.27,Credit,Uber
765,608,736.81,Credit,Uber
766,483,938.53,Credit,Zomato
767,1247,533.95,Credit,Zomato
768,1773,19.87,Credit,Zomato
769,2165,345.08,Credit,Zomato
770,3016,404.65,Debit,Swiggy
771,192,345.78,Debit,Zomato
772,2836,441.91,Credit,Zomato
773,2666,636.34,Credit,Zomato
774,2018,129.92,Debit,Flipkart
775,2564,279.9,Credit,Zomato
776,3602,512.57,Debit,Amazon
